id,image_id,question,relevant_articles,question_type,choices,answer,file_name
train_59,train_1_19,"Biển báo này chỉ dẫn đường đi đến các điểm nào 
","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '46'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.17'}]",Multiple choice,"{'A': ' Hà Nội, Vĩnh Yên, Việt Trì, TX Phú Thọ.', 'B': 'Hà Nội, Vĩnh Yên, Hưng Yên, TX Phú Thọ.', 'C': 'Hà Nội, Việt Trì, Hưng Yên, Phú Thọ.', 'D': 'Hà Nội, Vĩnh Yên, Phú Thọ.'}",A,train_1_19.jpg
train_60,train_1_19,Biển báo có số 100 này yêu cầu giới hạn tốc độ tối đa cho phương tiện là bao nhiêu?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}]",Multiple choice,"{'A': '100 km/h', 'B': '80 km/h', 'C': '120 km/h', 'D': '60 km/h'}",A,train_1_19.jpg
train_61,train_1_15,"Biển báo hình chữ nhật nền xanh có nhiều mũi tên yêu cầu các phương tiện di chuyển như thế nào, và có những quy định nào cần tuân thủ khi di chuyển trên các làn đường được chỉ dẫn?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.13'}]",Multiple choice,"{'A': 'Phương tiện chỉ có thể di chuyển trên các làn đường chỉ định, không được phép chuyển làn hoặc rẽ.', 'B': 'Phương tiện có thể đi thẳng, rẽ trái, hoặc rẽ phải tùy theo làn đường, nhưng phải tuân thủ quy tắc chuyển làn.', 'C': 'Phương tiện chỉ có thể đi thẳng, không được phép rẽ.', 'D': 'Phương tiện có thể chuyển làn bất kỳ lúc nào khi có tín hiệu báo trước.'}",B,train_1_15.jpg
train_62,train_1_15,Biển báo có hình ảnh thành phố có dấu gạch chéo này có ý nghĩa gì đối với các phương tiện giao thông?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.18'}]",Multiple choice,"{'A': 'Hết khu vực đô thị.', 'B': 'Cấm phương tiện vào khu vực đô thị.', 'C': 'Vào khu vực đô thị.', 'D': 'Phương tiện phải giảm tốc độ khi vào khu vực đô thị.'}",A,train_1_15.jpg
train_63,train_1_24,Biển báo có chữ I và số 3.5 chỉ ra giới hạn tĩnh không là 3.5m đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.17'}]",Yes/No,,Đúng,train_1_24.jpg
train_64,train_1_13,"Biển báo ""cấm rẽ trái, quay đầu"" yêu cầu cấm rẽ trái hoặc rẽ phải. Câu này đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}]",Yes/No,,Sai,train_1_13.jpg
train_65,train_1_8,"Biển báo hình chữ nhật có số 24,35 chỉ dẫn đến các điểm nào từ vị trí hiện tại?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '46'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.17'}]",Multiple choice,"{'A': ' TP. Hải Phòng, Cảng Đình Vũ.', 'B': 'TP. Hải Phòng, Cảng Đình Vũ, TP. Cần Thơ.', 'C': 'Hải Phòng, Cảng Đình Vũ.', 'D': 'TP. Hải Phòng, Cảng Đình Vũ, Hà Nội.'}",A,train_1_8.jpg
train_66,train_1_1,"Biển báo ""cảnh báo nguy hiểm"" có ý nghĩa gì đối với các phương tiện giao thông?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.47'}]",Multiple choice,"{'A': 'Cảnh báo chú ý xe đỗ', 'B': 'Cảnh báo khu vực xây dựng.', 'C': 'Cảnh báo khu vực đông người đi bộ.\n\n', 'D': 'Cảnh báo đoạn đường trơn trượt.'}",A,train_1_1.jpg
train_67,train_1_1,"Biển báo ""yêu cầu dừng xe"" yêu cầu các phương tiện làm gì khi gặp biển báo này?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.1'}]",Multiple choice,"{'A': 'Phương tiện phải dừng lại hoàn toàn và chỉ được phép đi khi thấy các tín hiệu (do người điều khiển giao thông hoặc đèn cờ) cho phép đi.\n\n', 'B': 'Phương tiện có thể tiếp tục di chuyển nếu không có phương tiện khác.', 'C': 'Phương tiện phải giảm tốc độ nhưng không cần dừng lại.', 'D': 'Phương tiện được phép tiếp tục di chuyển mà không cần dừng lại.'}",A,train_1_1.jpg
train_68,train_1_1,Biển báo hình tam giác viền đỏ nền vàng cảnh báo chú ý xe đỗ. Câu này đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.47'}]",Yes/No,,Đúng,train_1_1.jpg
train_69,train_1_1,"Biển báo ""yêu cầu dừng xe"" yêu cầu phương tiện phải dừng lại hoàn toàn và chỉ được phép đi khi thấy các tín hiệu (do người điều khiển giao thông hoặc đèn cờ) cho phép đi. Câu này đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.1'}]",Yes/No,,Đúng,train_1_1.jpg
train_70,train_1_13,Biển báo có số 2.2 này yêu cầu các phương tiện có chiều cao vượt quá 2.2m không được phép lưu thông trên đoạn đường này. Câu này đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.17'}]",Yes/No,,Đúng,train_1_13.jpg
train_71,train_2_38,Đây là biển báo gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.2'}]",Multiple choice,"{'A': 'Chỗ ngoặt nguy hiểm', 'B': 'Chỗ ngoặt nguy hiểm có nguy cơ lật xe', 'C': 'Nhiều chỗ ngoặt nguy hiểm liên tiếp', 'D': 'Đường bị thu hẹp'}",C,train_2_38.jpg
train_72,train_2_24,"Ý nghĩa của biển báo có số ""18t"" ở trên là gì?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.15'}]",Multiple choice,"{'A': 'Chỉ người 18 tuổi được phép chạy xe', 'B': 'Giới hạn trọng tải toàn bộ xe là 18 tấn', 'C': 'Giới hạn trọng tải trên trục xe là 18 tấn', 'D': 'Chỉ xe với trọng tải 18 tấn trở lên được phép lưu thông'}",B,train_2_24.jpg
train_73,train_2_33,Đây là loại biển báo nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '31'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.16'}]",Multiple choice,"{'A': 'Biển chỉ dẫn', 'B': 'Biển báo cấm', 'C': 'Biển hiệu lệnh', 'D': 'Biển báo nguy hiểm và cảnh báo'}",C,train_2_33.jpg
train_74,train_2_32,Đây là loại biển báo nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '21'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.25'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.26'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '11'}]",Multiple choice,"{'A': 'Biển chỉ dẫn', 'B': 'Biển báo cấm', 'C': 'Biển hiệu lệnh', 'D': 'Biển báo nguy hiểm và cảnh báo'}",B,train_2_32.jpg
train_75,train_2_50,Biển hình tròn có viền đỏ và dấu gạch trên là biển gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.12'}]",Multiple choice,"{'A': 'Cấm người đi bộ', 'B': 'Cấm người chạy bộ', 'C': 'Cấm người già đi bộ', 'D': 'Kiểm tra'}",B,train_2_50.jpg
train_76,train_2_46,ội dung của biển báo cấm trong hình được quy định ở Điều mấy trong Quy chuẩn Kỹ thuật Quốc gia về Báo hiệu đường bộ ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.10'}]",Multiple choice,"{'A': 'Điều 22.1 P111b', 'B': 'Điều 22.1 P110a', 'C': 'Điều 22.1 P110b', 'D': 'Điều 22.1 P111a'}",B,train_2_46.jpg
train_77,train_2_11,Biển báo trên thuộc bộ luật nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.16'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}]",Multiple choice,"{'A': 'Điều 32.1 R415, P.127 Điều 22.1', 'B': 'Điều 32.1 R425, P.127 Điều 22.1', 'C': 'Điều 32.1 R405, P.127 Điều 22.1', 'D': 'Điều 32.1 R410, P.127 Điều 22.1'}",A,train_2_11.jpg
train_78,train_2_36,Đây là loại biển báo nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '21'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Multiple choice,"{'A': 'Biển chỉ dẫn', 'B': 'Biển báo cấm', 'C': 'Biển hiệu lệnh', 'D': 'Biển báo nguy hiểm và cảnh báo'}",B,train_2_36.jpg
train_79,train_2_42,Xe không được phép chạy bao nhiêu km/h trên đoạn đường này?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}]",Multiple choice,"{'A': 70, 'B': 100, 'C': 130, 'D': 110}",C,train_2_42.jpg
train_80,train_2_23,Biển màu xanh lá cây có ý nghĩa là gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47.15'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.16'}]",Multiple choice,"{'A': 'Chỉ dẫn hướng ra', 'B': 'Chỉ dẫn đến công trình kiểm soát tải trọng xe', 'C': 'Chỉ dẫn vào hướng rẽ dịch vụ công cộng', 'D': 'Chỉ dẫn hướng rẽ vào khu giải trí'}",A,train_2_23.jpg
train_81,train_2_27,Loại xe nào được phép đi trên đường cao tốc,"[{'law_id': '36/2024/QH15', 'article_id': '26.0'}]",Multiple choice,"{'A': 'Xe thô sơ', 'B': 'Xe gắn máy', 'C': 'Xe mô tô', 'D': 'Không có phương án nào đúng'}",D,train_2_27.jpg
train_82,train_2_10,Biển báo không có ở hình trên?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.3'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.45'}]",Multiple choice,"{'A': 'Đoạn đường bị thu hẹp ở bên trái', 'B': 'Công trường', 'C': 'Đi chậm', 'D': 'Đoạn đường bị thu hẹp ở 2 bên'}",D,train_2_10.jpg
train_83,train_2_43,Xe ô tô màu trắng được phép đậu trên đường. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.6'}]",Yes/No,,Đúng,train_2_43.jpg
train_84,train_2_1,Đây là biển báo cấm đỗ xe vào ngày chẵn. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Yes/No,,Đúng,train_2_1.jpg
train_85,train_2_16,Biển trên có 4 loại dịch vụ được nói đến. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.7'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '46'}]",Yes/No,,Sai,train_2_16.jpg
train_86,train_2_51,Biển báo màu xanh có chữ P là viết tắt của từ gì trong tiếng anh?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.8'}]",Multiple choice,"{'A': 'Park', 'B': 'Press', 'C': 'Parking', 'D': 'Push'}",C,train_2_51.jpg
train_87,train_2_26,Xe 3 bánh và 4 bánh thô sơ được phép di chuyển vào khung giờ nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.11'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '11'}]",Multiple choice,"{'A': '15h', 'B': '19h', 'C': '5h', 'D': '12h'}",A,train_2_26.jpg
train_88,train_2_21,Người đàn ông chạy xe máy đang đi vào khu vực nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.17'}]",Multiple choice,"{'A': 'Rời khỏi khu đông dân cư', 'B': 'Đi vào khu thành thị', 'C': 'Đi vào khu đông dân cư', 'D': 'Đi vào khu nông thôn'}",C,train_2_21.jpg
train_89,train_2_41,Đây là biển báo gì? ,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.30'}]",Multiple choice,"{'A': 'Cấm dừng xe và đỗ xe', 'B': 'Cấm đỗ xe', 'C': 'Cấm đỗ xe vào ngày lẻ', 'D': 'Cấm đỗ xe vào ngày chẵn'}",A,train_2_41.jpg
train_90,train_2_18,"Gặp biển báo trên, xe không được phép làm gì?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.2'}]",Multiple choice,"{'A': 'Không sang bên kia đường', 'B': 'Không đi ngược chiều', 'C': 'Chạy sang bên kia đường', 'D': 'Đi ngược chiều'}",D,train_2_18.jpg
train_91,train_2_19,Đây là biển báo gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.3'}]",Multiple choice,"{'A': 'Đổ rác tái chế', 'B': 'Nơi giao nhau chạy theo vòng xuyến', 'C': 'Hướng phải đi vòng chướng ngại vật', 'D': 'Đường phải đi vòng chướng ngại vật'}",B,train_2_19.jpg
train_92,train_2_25,Xe có trọng tải bao nhiêu không được phép di chuyển từ 6h - 21h?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7'}]",Multiple choice,"{'A': '1T', 'B': '500kg', 'C': '1,5T', 'D': '2T'}",D,train_2_25.jpg
train_93,train_2_49,Đây là biển báo chỉ dẫn sơ đồ và khoảng cách đến nút giao với đường dẫn vào đường cao tốc. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.1'}]",Yes/No,,Đúng,train_2_49.jpg
train_94,train_2_45,Vạch kẻ đường liền nét ở trên hình là vạch phân chia các làn xe cùng chiều. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'G1.2'}]",Yes/No,,Đúng,train_2_45.jpg
train_95,train_2_3,Đây là biển cảnh báo sắp đến khu vực dành cho người đi bộ sang đường. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.5'}]",Yes/No,,Đúng,train_2_3.jpg
train_96,train_2_9,Được biết biển báo màu xanh có viền đỏ và dấu gạch chéo ở phía bên phải là một loại biển hiệu lệnh có tác dụng trong khu vực. Vậy chức năng của biển báo đó là gì? ,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Multiple choice,"{'A': 'Để quy định hạn chế tốc độ tối đa trong khu vực', 'B': 'Để quy định khu vực đỗ xe', 'C': 'Cấm đỗ xe theo giờ trong khu vực', 'D': 'Cấm đỗ xe trong khu vực'}",D,train_2_9.jpg
train_97,train_2_12,"Trên đoạn đường này, xe chạy với tốc độ là bao nhiêu thì bị phạm luật?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}]",Multiple choice,"{'A': 40, 'B': 35, 'C': 45, 'D': 30}",C,train_2_12.jpg
train_98,train_2_40,Biển báo màu xanh lá cây trêm đường cao tốc thuộc loại biển báo nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}]",Multiple choice,"{'A': 'Biển chỉ dẫn', 'B': 'Biển báo cấm', 'C': 'Biển hiệu lệnh', 'D': 'Biển báo nguy hiểm và cảnh báo'}",A,train_2_40.jpg
train_99,train_2_35,Biển báo nào được đề cập trong hình trên?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}]",Multiple choice,"{'A': 'Rác tái chế', 'B': 'Cấm quay đầu xe', 'C': 'Đường cáp điện ở phía trên', 'D': 'Đường giao nhau'}",B,train_2_35.jpg
train_100,train_2_6,Đây là biển báo gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.11'}]",Multiple choice,"{'A': 'Cấm xe ba bánh', 'B': 'Cấm xe ba bánh loại không có động cơ', 'C': 'Cấm xe ba bánh loại có động cơ', 'D': 'Cấm xe kéo'}",B,train_2_6.jpg
train_101,train_2_13,Biển báo nào không được đề cập trong hình trên?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.14'}]",Multiple choice,"{'A': 'Làn đường dàn cho xe máy và xe đạp', 'B': 'Làn đường dành cho xe tải', 'C': 'Làn đường dành cho ô tô', 'D': 'Làn đường dành cho xe buýt'}",D,train_2_13.jpg
train_102,train_2_28,Đây là biển báo gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.1'}]",Multiple choice,"{'A': 'Chỗ ngoặt nguy hiểm vòng bên phải', 'B': 'Chỗ ngoặt nguy hiểm có nguy cơ lật xe bên phải khi đường cong vòng sang trái', 'C': 'Chỗ ngoặt nguy hiểm có nguy cơ lật xe bên phải khi đường cong vòng sang phải', 'D': 'Chỗ ngoặt nguy hiểm vòng bên trái'}",D,train_2_28.jpg
train_103,train_2_47,Đây là biển chỉ hướng đường trên đường cao tốc. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '38'}]",Yes/No,,Sai,train_2_47.jpg
